display_name,canonical_wikipedia_url,structural_classification,dominant_verification_status,total_rows,verified_core_rows,verified_broad_rows,structurally_suspect_rows,quarantined_rows,outcome_review_status,stability_after_review,strict_engagement_count_before,strict_engagement_count_after,page_type_mix_before,page_type_mix_after,known_outcome_count_before,known_outcome_count_after,outcome_profile_before,outcome_profile_after,changed_row_count,remaining_unknown_count_after,remaining_unknown_with_page_result_after,unresolved_row_count_after,rank_hierarchical_trust_v2_before,rank_hierarchical_trust_v2_after,rank_hierarchical_weighted_before,rank_hierarchical_weighted_after,trust_tier_before,trust_tier_after,trust_confidence_before,trust_confidence_after
Nathanael Greene,https://en.wikipedia.org/wiki/Nathanael_Greene,structurally_clean,verified_core,11,11,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,11,11,B=10; O=0; C=0; W=1,B=10; O=0; C=0; W=1,8,9,V=3; D=5; N=0; U=3,V=3; D=5; N=1; U=2,1,2,1,1,,,,,,,,
Hugo Sperrle,https://en.wikipedia.org/wiki/Hugo_Sperrle,mildly_inflated,verified_broad,8,6,2,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=4; O=2; C=0; W=0,B=4; O=2; C=0; W=0,4,4,V=2; D=2; N=0; U=2,V=2; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Karl Wilhelm von Toll,https://en.wikipedia.org/wiki/Karl_Wilhelm_von_Toll,structurally_clean,verified_core,6,6,0,0,0,corrected,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,4,5,V=3; D=1; N=0; U=2,V=4; D=1; N=0; U=1,1,1,0,0,,,,,,,,
"Albert, King of Saxony",https://en.wikipedia.org/wiki/Albert%2C_King_of_Saxony,structurally_clean,verified_core,6,6,0,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=5; O=0; C=0; W=1,B=5; O=0; C=0; W=1,4,4,V=3; D=1; N=0; U=2,V=3; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Filipp Golikov,https://en.wikipedia.org/wiki/Filipp_Golikov,materially_inflated,verified_broad,8,4,4,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=2; O=2; C=0; W=0,B=2; O=2; C=0; W=0,2,2,V=1; D=1; N=0; U=2,V=1; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Al-Harith ibn Jabalah,https://en.wikipedia.org/wiki/Al-Harith_ibn_Jabalah,materially_inflated,structurally_suspect,6,5,0,1,0,corrected,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,4,5,V=2; D=1; N=0; U=1,V=2; D=1; N=1; U=0,1,0,0,0,,,,,,,,
Đỗ Cao Trí,https://en.wikipedia.org/wiki/%C4%90%E1%BB%97_Cao_Tr%C3%AD,structurally_clean,verified_core,8,8,0,0,0,unresolved_after_review,confirmed_stable_after_review,8,8,B=0; O=7; C=0; W=1,B=0; O=7; C=0; W=1,4,4,V=1; D=0; N=0; U=4,V=1; D=0; N=0; U=4,0,4,3,3,,,,,,,,
Scipio Aemilianus,https://en.wikipedia.org/wiki/Scipio_Aemilianus,structurally_clean,verified_core,7,7,0,0,0,corrected,confirmed_stable_after_review,7,7,B=5; O=0; C=0; W=2,B=5; O=0; C=0; W=2,5,7,V=3; D=2; N=0; U=2,V=3; D=4; N=0; U=0,2,0,0,0,,,,,,,,
Vytautas the Great,https://en.wikipedia.org/wiki/Vytautas_the_Great,high_priority_manual_concern,structurally_suspect,10,6,0,4,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=4; O=0; C=0; W=2,B=4; O=0; C=0; W=2,4,4,V=2; D=2; N=0; U=2,V=2; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Guru Gobind Singh,https://en.wikipedia.org/wiki/Guru_Gobind_Singh,structurally_clean,verified_core,16,16,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,16,16,B=16; O=0; C=0; W=0,B=16; O=0; C=0; W=0,5,13,V=1; D=4; N=0; U=11,V=9; D=4; N=0; U=3,8,3,3,3,,,,,,,,
Franz Joseph I,https://en.wikipedia.org/wiki/Franz_Joseph_I,materially_inflated,verified_broad,6,3,3,0,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=2; O=0; C=0; W=1,B=2; O=0; C=0; W=1,2,2,V=1; D=1; N=0; U=1,V=1; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Dmitry Lelyushenko,https://en.wikipedia.org/wiki/Dmitry_Lelyushenko,materially_inflated,structurally_suspect,6,5,0,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=3; O=2; C=0; W=0,B=3; O=2; C=0; W=0,3,4,V=3; D=0; N=0; U=2,V=3; D=0; N=1; U=1,1,1,1,1,,,,,,,,
Hadım Sinan Pasha,https://en.wikipedia.org/wiki/Had%C4%B1m_Sinan_Pasha,materially_inflated,structurally_suspect,6,4,1,1,0,corrected,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,2,4,V=2; D=0; N=0; U=2,V=4; D=0; N=0; U=0,2,0,0,0,,,,,,,,
Joseph E. Johnston,https://en.wikipedia.org/wiki/Joseph_E._Johnston,high_priority_manual_concern,structurally_suspect,17,13,0,4,0,corrected_but_partially_unresolved,confirmed_stable_after_review,13,13,B=13; O=0; C=0; W=0,B=13; O=0; C=0; W=0,2,8,V=2; D=0; N=0; U=11,V=4; D=1; N=3; U=5,6,5,5,5,,,,,,,,
Arthur Harris,https://en.wikipedia.org/wiki/Arthur_Harris,mildly_inflated,verified_broad,8,6,2,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=4; O=2; C=0; W=0,B=4; O=2; C=0; W=0,4,4,V=2; D=1; N=1; U=2,V=2; D=1; N=1; U=2,0,2,2,2,,,,,,,,
Reza Shah Pahlavi,https://en.wikipedia.org/wiki/Reza_Shah,mildly_inflated,verified_broad,7,5,2,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=2; O=1; C=0; W=2,B=2; O=1; C=0; W=2,2,2,V=2; D=0; N=0; U=3,V=2; D=0; N=0; U=3,0,3,1,1,,,,,,,,
"Wilhelm, German Crown Prince",https://en.wikipedia.org/wiki/Wilhelm%2C_German_Crown_Prince,materially_inflated,verified_broad,12,9,3,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,9,9,B=8; O=1; C=0; W=0,B=8; O=1; C=0; W=0,5,7,V=1; D=4; N=0; U=4,V=1; D=4; N=2; U=2,2,2,1,1,,,,,,,,
Joseph François Dupleix,https://en.wikipedia.org/wiki/Joseph_Fran%C3%A7ois_Dupleix,mildly_inflated,verified_broad,8,7,1,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,7,7,B=6; O=0; C=0; W=1,B=6; O=0; C=0; W=1,4,5,V=2; D=2; N=0; U=3,V=2; D=2; N=1; U=2,1,2,2,2,,,,,,,,
Lala Shahin Pasha,https://en.wikipedia.org/wiki/Lala_Shahin_Pasha,materially_inflated,structurally_suspect,7,6,0,1,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,4,4,V=2; D=2; N=0; U=2,V=2; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Wilhelm I,https://en.wikipedia.org/wiki/Wilhelm_I,structurally_clean,verified_core,6,6,0,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=4; O=0; C=0; W=2,B=4; O=0; C=0; W=2,3,3,V=3; D=0; N=0; U=3,V=3; D=0; N=0; U=3,0,3,3,3,,,,,,,,
Maurice Gamelin,https://en.wikipedia.org/wiki/Maurice_Gamelin,mildly_inflated,verified_broad,6,5,1,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=3; O=2; C=0; W=0,B=3; O=2; C=0; W=0,3,3,V=1; D=2; N=0; U=2,V=1; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Mullah Omar,https://en.wikipedia.org/wiki/Mullah_Omar,mildly_inflated,verified_broad,11,9,2,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,9,9,B=3; O=5; C=0; W=1,B=3; O=5; C=0; W=1,1,2,V=0; D=1; N=0; U=8,V=0; D=2; N=0; U=7,1,7,6,6,,,,,,,,
Thrasybulus,https://en.wikipedia.org/wiki/Thrasybulus,materially_inflated,structurally_suspect,8,7,0,1,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,4,4,V=2; D=2; N=0; U=3,V=2; D=2; N=0; U=3,0,3,3,3,,,,,,,,
Ettore Bastico,https://en.wikipedia.org/wiki/Ettore_Bastico,mildly_inflated,verified_broad,7,5,2,0,0,corrected,confirmed_stable_after_review,5,5,B=4; O=1; C=0; W=0,B=4; O=1; C=0; W=0,3,4,V=1; D=1; N=1; U=2,V=1; D=2; N=1; U=1,1,1,0,0,,,,,,,,
Sakuma Nobumori,https://en.wikipedia.org/wiki/Sakuma_Nobumori,mildly_inflated,verified_broad,10,9,1,0,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=9; O=0; C=0; W=0,B=9; O=0; C=0; W=0,7,7,V=2; D=5; N=0; U=2,V=2; D=5; N=0; U=2,0,2,2,2,,,,,,,,
"Charles, Duke of Brittany",https://en.wikipedia.org/wiki/Charles%2C_Duke_of_Brittany,mildly_inflated,verified_broad,11,10,1,0,0,unresolved_after_review,confirmed_stable_after_review,10,10,B=8; O=0; C=0; W=2,B=8; O=0; C=0; W=2,6,6,V=0; D=6; N=0; U=4,V=0; D=6; N=0; U=4,0,4,4,4,,,,,,,,
Pedro de Valdivia,https://en.wikipedia.org/wiki/Pedro_de_Valdivia,structurally_clean,verified_core,7,7,0,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=6; O=0; C=0; W=1,B=6; O=0; C=0; W=1,3,3,V=3; D=0; N=0; U=4,V=3; D=0; N=0; U=4,0,4,3,3,,,,,,,,
Pavlos Kountouriotis,https://en.wikipedia.org/wiki/Pavlos_Kountouriotis,mildly_inflated,verified_broad,7,5,2,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=3; O=0; C=0; W=2,B=3; O=0; C=0; W=2,4,4,V=4; D=0; N=0; U=1,V=4; D=0; N=0; U=1,0,1,1,1,,,,,,,,
Traugott Herr,https://en.wikipedia.org/wiki/Traugott_Herr,mildly_inflated,verified_broad,9,8,1,0,0,unresolved_after_review,confirmed_stable_after_review,8,8,B=4; O=4; C=0; W=0,B=4; O=4; C=0; W=0,6,6,V=1; D=5; N=0; U=2,V=1; D=5; N=0; U=2,0,2,2,2,,,,,,,,
Karl Thopia,https://en.wikipedia.org/wiki/Karl_Thopia,mildly_inflated,verified_broad,5,3,2,0,0,corrected,confirmed_stable_after_review,3,3,B=2; O=0; C=0; W=1,B=2; O=0; C=0; W=1,2,3,V=2; D=0; N=0; U=1,V=3; D=0; N=0; U=0,1,0,0,0,,,,,,,,
Shimazu Toyohisa,https://en.wikipedia.org/wiki/Shimazu_Toyohisa,materially_inflated,structurally_suspect,6,4,1,1,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,3,V=2; D=1; N=0; U=1,V=2; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Alexandros Papagos,https://en.wikipedia.org/wiki/Alexandros_Papagos,mildly_inflated,verified_broad,6,5,1,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=1; O=2; C=0; W=2,B=1; O=2; C=0; W=2,3,3,V=2; D=1; N=0; U=2,V=2; D=1; N=0; U=2,0,2,1,1,,,,,,,,
Hori Hidemasa,https://en.wikipedia.org/wiki/Hori_Hidemasa,structurally_clean,verified_core,7,7,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,4,5,V=4; D=0; N=0; U=3,V=4; D=0; N=1; U=2,1,2,2,2,,,,,,,,
Nicholas I of Montenegro,https://en.wikipedia.org/wiki/Nicholas_I_of_Montenegro,materially_inflated,structurally_suspect,8,4,3,1,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=2; O=0; C=0; W=2,B=2; O=0; C=0; W=2,2,2,V=2; D=0; N=0; U=2,V=2; D=0; N=0; U=2,0,2,1,1,,,,,,,,
Izzat Ibrahim al-Douri,https://en.wikipedia.org/wiki/Izzat_Ibrahim_al-Douri,high_priority_manual_concern,structurally_suspect,11,5,3,3,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=1; O=1; C=0; W=3,B=1; O=1; C=0; W=3,3,3,V=0; D=3; N=0; U=2,V=0; D=3; N=0; U=2,0,2,2,2,,,,,,,,
Gamō Ujisato,https://en.wikipedia.org/wiki/Gam%C5%8D_Ujisato,structurally_clean,verified_core,7,7,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,7,7,B=6; O=0; C=0; W=1,B=6; O=0; C=0; W=1,5,6,V=3; D=2; N=0; U=2,V=3; D=2; N=1; U=1,1,1,1,1,,,,,,,,
Honoré Charles Reille,https://en.wikipedia.org/wiki/Honor%C3%A9_Charles_Reille,structurally_clean,verified_core,7,7,0,0,0,corrected,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,6,7,V=3; D=3; N=0; U=1,V=4; D=3; N=0; U=0,1,0,0,0,,,,,,,,
William Henry Harrison,https://en.wikipedia.org/wiki/William_Henry_Harrison,materially_inflated,structurally_suspect,6,5,0,1,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=3; O=0; C=0; W=2,B=3; O=0; C=0; W=2,3,3,V=3; D=0; N=0; U=2,V=3; D=0; N=0; U=2,0,2,1,1,,,,,,,,
Ho Chi Minh,https://en.wikipedia.org/wiki/Ho_Chi_Minh,high_priority_manual_concern,structurally_suspect,8,4,0,4,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=1; O=0; C=0; W=3,B=1; O=0; C=0; W=3,1,1,V=1; D=0; N=0; U=3,V=1; D=0; N=0; U=3,0,3,2,2,,,,,,,,
Gunichi Mikawa,https://en.wikipedia.org/wiki/Gunichi_Mikawa,materially_inflated,structurally_suspect,7,5,0,2,0,corrected,confirmed_stable_after_review,5,5,B=4; O=1; C=0; W=0,B=4; O=1; C=0; W=0,4,5,V=1; D=3; N=0; U=1,V=2; D=3; N=0; U=0,1,0,0,0,,,,,,,,
Katō Yoshiaki,https://en.wikipedia.org/wiki/Kat%C5%8D_Yoshiaki,materially_inflated,structurally_suspect,8,7,0,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,5,6,V=2; D=3; N=0; U=2,V=2; D=3; N=1; U=1,1,1,1,1,,,,,,,,
John Chandos,https://en.wikipedia.org/wiki/John_Chandos,mildly_inflated,verified_broad,5,4,1,0,0,corrected,confirmed_stable_after_review,4,4,B=3; O=0; C=0; W=1,B=3; O=0; C=0; W=1,3,4,V=3; D=0; N=0; U=1,V=3; D=0; N=1; U=0,1,0,0,0,,,,,,,,
Abraham Duquesne,https://en.wikipedia.org/wiki/Abraham_Duquesne,materially_inflated,structurally_suspect,8,6,1,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,6,6,B=3; O=1; C=0; W=2,B=3; O=1; C=0; W=2,3,5,V=2; D=0; N=1; U=3,V=2; D=0; N=3; U=1,2,1,1,1,,,,,,,,
Sanada Yukimura,https://en.wikipedia.org/wiki/Sanada_Yukimura,materially_inflated,structurally_suspect,7,6,0,1,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,5,5,V=2; D=3; N=0; U=1,V=2; D=3; N=0; U=1,0,1,1,1,,,,,,,,
Hamid Karzai,https://en.wikipedia.org/wiki/Hamid_Karzai,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=3; O=1; C=0; W=0,B=3; O=1; C=0; W=0,2,2,V=1; D=1; N=0; U=2,V=1; D=1; N=0; U=2,0,2,1,1,,,,,,,,
"Hussein, King of Hejaz",https://en.wikipedia.org/wiki/Hussein%2C_King_of_Hejaz,mildly_inflated,verified_broad,6,4,2,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,2,2,V=1; D=1; N=0; U=2,V=1; D=1; N=0; U=2,0,2,2,2,,,,,,,,
José Eduardo dos Santos,https://en.wikipedia.org/wiki/Jos%C3%A9_Eduardo_dos_Santos,high_priority_manual_concern,structurally_suspect,10,2,1,7,0,unresolved_after_review,confirmed_stable_after_review,2,2,B=0; O=1; C=0; W=1,B=0; O=1; C=0; W=1,0,0,V=0; D=0; N=0; U=2,V=0; D=0; N=0; U=2,0,2,1,1,,,,,,,,
John Joseph of Austria,https://en.wikipedia.org/wiki/John_Joseph_of_Austria,materially_inflated,structurally_suspect,8,5,1,2,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=2; D=2; N=0; U=1,V=2; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Banda Singh Bahadur,https://en.wikipedia.org/wiki/Banda_Singh_Bahadur,structurally_clean,verified_core,9,9,0,0,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=9; O=0; C=0; W=0,B=9; O=0; C=0; W=0,8,8,V=5; D=3; N=0; U=1,V=5; D=3; N=0; U=1,0,1,1,1,,,,,,,,
Pavel Tsitsianov,https://en.wikipedia.org/wiki/Pavel_Tsitsianov,materially_inflated,structurally_suspect,6,4,1,1,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,3,V=2; D=1; N=0; U=1,V=2; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Tomitarō Horii,https://en.wikipedia.org/wiki/Tomitar%C5%8D_Horii,materially_inflated,structurally_suspect,9,7,0,2,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,3,3,V=3; D=0; N=0; U=4,V=3; D=0; N=0; U=4,0,4,4,4,,,,,,,,
Yan Xishan,https://en.wikipedia.org/wiki/Yan_Xishan,materially_inflated,verified_broad,13,4,9,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=3; O=0; C=0; W=1,B=3; O=0; C=0; W=1,3,3,V=0; D=3; N=0; U=1,V=0; D=3; N=0; U=1,0,1,1,1,,,,,,,,
Kilij Arslan I,https://en.wikipedia.org/wiki/Kilij_Arslan_I,structurally_clean,verified_core,6,6,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,3,4,V=3; D=0; N=0; U=3,V=3; D=1; N=0; U=2,1,2,2,2,,,,,,,,
Abdul Haris Nasution,https://en.wikipedia.org/wiki/Abdul_Haris_Nasution,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=0; O=3; C=0; W=1,B=0; O=3; C=0; W=1,3,3,V=2; D=0; N=1; U=1,V=2; D=0; N=1; U=1,0,1,1,1,,,,,,,,
Bhim Chand,https://en.wikipedia.org/wiki/Bhim_Chand_%28Kahlur%29,structurally_clean,verified_core,6,6,0,0,0,corrected,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,3,6,V=3; D=0; N=0; U=3,V=3; D=3; N=0; U=0,3,0,0,0,,,,,,,,
Hari Singh Bhangi,https://en.wikipedia.org/wiki/Hari_Singh_Bhangi,mildly_inflated,verified_broad,6,4,2,0,0,corrected,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,4,V=3; D=0; N=0; U=1,V=3; D=1; N=0; U=0,1,0,0,0,,,,,,,,
Ahmed Muhtar Pasha,https://en.wikipedia.org/wiki/Ahmed_Muhtar_Pasha,mildly_inflated,verified_broad,7,5,2,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=1; D=2; N=1; U=1,V=1; D=2; N=1; U=1,0,1,1,1,,,,,,,,
Rajendra I,https://en.wikipedia.org/wiki/Rajendra_I,materially_inflated,structurally_suspect,5,3,1,1,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,2,2,V=1; D=1; N=0; U=1,V=1; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Murad III,https://en.wikipedia.org/wiki/Murad_III,materially_inflated,structurally_suspect,6,1,3,2,0,unresolved_after_review,confirmed_stable_after_review,1,1,B=1; O=0; C=0; W=0,B=1; O=0; C=0; W=0,0,0,V=0; D=0; N=0; U=1,V=0; D=0; N=0; U=1,0,1,1,1,,,,,,,,
Toghtekin,https://en.wikipedia.org/wiki/Toghtekin,structurally_clean,verified_core,8,8,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,8,8,B=8; O=0; C=0; W=0,B=8; O=0; C=0; W=0,4,6,V=2; D=1; N=1; U=4,V=2; D=3; N=1; U=2,2,2,2,2,,,,,,,,
Grand Duke Konstantin Pavlovich of Russia,https://en.wikipedia.org/wiki/Grand_Duke_Konstantin_Pavlovich_of_Russia,structurally_clean,verified_core,7,7,0,0,0,corrected,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,6,7,V=2; D=4; N=0; U=1,V=2; D=4; N=1; U=0,1,0,0,0,,,,,,,,
Hattori Hanzō,https://en.wikipedia.org/wiki/Hattori_Hanz%C5%8D,structurally_clean,verified_core,5,5,0,0,0,corrected,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,5,V=3; D=1; N=0; U=1,V=3; D=1; N=1; U=0,1,0,0,0,,,,,,,,
Ngo Dinh Diem,https://en.wikipedia.org/wiki/Ngo_Dinh_Diem,materially_inflated,structurally_suspect,7,6,0,1,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=1; O=2; C=0; W=3,B=1; O=2; C=0; W=3,2,2,V=1; D=1; N=0; U=4,V=1; D=1; N=0; U=4,0,4,2,2,,,,,,,,
Carl Gustaf Emil Mannerheim,https://en.wikipedia.org/wiki/Carl_Gustaf_Emil_Mannerheim,materially_inflated,verified_broad,12,8,4,0,0,unresolved_after_review,confirmed_stable_after_review,8,8,B=4; O=1; C=0; W=3,B=4; O=1; C=0; W=3,1,1,V=0; D=1; N=0; U=7,V=0; D=1; N=0; U=7,0,7,7,7,,,,,,,,
Arthur Samuel Allen,https://en.wikipedia.org/wiki/Arthur_Allen_%28general%29,materially_inflated,structurally_suspect,5,4,0,1,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,3,V=3; D=0; N=0; U=1,V=3; D=0; N=0; U=1,0,1,1,1,,,,,,,,
Friedrich Freiherr Kress von Kressenstein,https://en.wikipedia.org/wiki/Friedrich_Freiherr_Kress_von_Kressenstein,materially_inflated,structurally_suspect,14,10,3,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,10,10,B=9; O=0; C=0; W=1,B=9; O=0; C=0; W=1,4,5,V=0; D=4; N=0; U=6,V=0; D=4; N=1; U=5,1,5,5,5,,,,,,,,
Charles Emmanuel III,https://en.wikipedia.org/wiki/Charles_Emmanuel_III,structurally_clean,verified_core,8,8,0,0,0,unresolved_after_review,confirmed_stable_after_review,8,8,B=6; O=0; C=0; W=2,B=6; O=0; C=0; W=2,5,5,V=3; D=2; N=0; U=3,V=3; D=2; N=0; U=3,0,3,3,3,,,,,,,,
Matthew C. Perry,https://en.wikipedia.org/wiki/Matthew_C._Perry,mildly_inflated,verified_broad,6,5,1,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,4,4,V=4; D=0; N=0; U=1,V=4; D=0; N=0; U=1,0,1,1,1,,,,,,,,
Kōriki Kiyonaga,https://en.wikipedia.org/wiki/K%C5%8Driki_Kiyonaga,structurally_clean,verified_core,5,5,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,4,V=3; D=0; N=0; U=2,V=3; D=0; N=1; U=1,1,1,1,1,,,,,,,,
Robert the Bruce,https://en.wikipedia.org/wiki/Robert_the_Bruce,materially_inflated,structurally_suspect,12,11,0,1,0,unresolved_after_review,confirmed_stable_after_review,11,11,B=11; O=0; C=0; W=0,B=11; O=0; C=0; W=0,5,5,V=2; D=3; N=0; U=6,V=2; D=3; N=0; U=6,0,6,6,6,,,,,,,,
Melchior von Hatzfeldt,https://en.wikipedia.org/wiki/Melchior_von_Hatzfeldt,materially_inflated,structurally_suspect,7,6,0,1,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,4,4,V=2; D=2; N=0; U=2,V=2; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Johann Maria Philipp Frimont,https://en.wikipedia.org/wiki/Johann_Maria_Philipp_Frimont,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,3,3,V=3; D=0; N=0; U=2,V=3; D=0; N=0; U=2,0,2,2,2,,,,,,,,
Kit Carson,https://en.wikipedia.org/wiki/Kit_Carson,materially_inflated,structurally_suspect,5,3,1,1,0,corrected,confirmed_stable_after_review,3,3,B=2; O=0; C=0; W=1,B=2; O=0; C=0; W=1,2,3,V=2; D=0; N=0; U=1,V=2; D=0; N=1; U=0,1,0,0,0,,,,,,,,
Henry Lee III,https://en.wikipedia.org/wiki/Henry_Lee_III,materially_inflated,structurally_suspect,6,5,0,1,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=3; D=1; N=0; U=1,V=3; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Shavendra Silva,https://en.wikipedia.org/wiki/Shavendra_Silva,structurally_clean,verified_core,6,6,0,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=5; O=1; C=0; W=0,B=5; O=1; C=0; W=0,4,4,V=3; D=0; N=0; U=2,V=3; D=0; N=0; U=2,0,2,2,2,,,,,,,,
Shimazu Toshihisa,https://en.wikipedia.org/wiki/Shimazu_Toshihisa,mildly_inflated,verified_broad,6,5,1,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=3; D=1; N=0; U=1,V=3; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Abu Ayyub al-Masri,https://en.wikipedia.org/wiki/Abu_Ayyub_al-Masri,mildly_inflated,verified_broad,11,10,1,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,10,10,B=4; O=1; C=0; W=5,B=4; O=1; C=0; W=5,4,6,V=0; D=3; N=1; U=6,V=0; D=4; N=2; U=4,2,4,3,3,,,,,,,,
Paul von Plehwe,https://en.wikipedia.org/wiki/Paul_von_Plehwe,materially_inflated,structurally_suspect,10,9,0,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,9,9,B=8; O=1; C=0; W=0,B=8; O=1; C=0; W=0,6,7,V=3; D=3; N=0; U=3,V=4; D=3; N=0; U=2,1,2,1,1,,,,,,,,
